"claim_id","orig_conv_r","orig_sample_size_value","orig_stat_type","orig_stat_value","orig_stat_dof_1","repli_type","repli_sample_size_value","repli_conv_r","repli_score_criteria_met","t_from_stat","t_from_r","t_orig","t_source","abs_t","safeguard_defined","markup_closedform","r_sg","N_naive","N_safeguard_exact","N_safeguard_closedform","ratio_obs_safeguard","met_safeguard"
"59bm_single-trace",-0.129280763907674,226,"z",-1.959964,NA,"new data",2006,-0.0921115624200481,TRUE,-1.959964,-1.95127232080945,-1.959964,"direct_stat",1.959964,TRUE,3.07147031863415,-0.0737667667132227,467,1440,1434.37663880215,1.39305555555556,TRUE
"5Awm_single-trace",0.218122032002736,2835,"t",2.57757,NA,"secondary data",14940,0.113001434472642,TRUE,2.57757,11.8961911855506,2.57757,"direct_stat",2.57757,TRUE,2.20468795643087,0.146901411944474,162,361,357.159448941802,41.3850415512465,TRUE
"5JE_single-trace",-0.19031579612501,127,"t",-2.15,123,"new data",376,-0.118207441518492,TRUE,-2.15,-2.16740919109106,-2.15,"direct_stat",2.15,TRUE,2.70028712105898,-0.115816347239828,214,583,577.861443906621,0.644939965694683,FALSE
"5Kgq_single-trace",-0.434383886408157,119,"t",-5.238671,NA,"secondary data",159,0.0262443476019778,FALSE,-5.238671,-5.21642601203827,-5.238671,"direct_stat",5.238671,TRUE,1.4194479999592,-0.364597732186403,39,56,55.3584719984087,2.83928571428571,TRUE
"5KrD_single-trace",-0.126797034979669,353,"t",-2.384615,348,"new data",921,-0.00621157500814828,FALSE,-2.384615,-2.39487145593476,-2.384615,"direct_stat",2.384615,TRUE,2.38840625484438,-0.0820455438614058,486,1163,1160.76543985437,0.791917454858126,FALSE
"5Q82_single-trace",-0.624341964898697,146090,"t",-2.625,NA,"secondary data",79242,0.228193256990779,FALSE,-2.625,-305.488400837509,-2.625,"direct_stat",2.625,TRUE,2.16656355099884,-0.424166934548457,17,41,36.8315803669803,1932.73170731707,TRUE
"5XEE_single-trace",-0.180578779628654,271,"t",-3,267,"new data",1062,-0.0558662819393527,FALSE,-3,-3.0112149923805,-3,"direct_stat",3,TRUE,1.93191133094331,-0.129919134539267,238,462,459.794896764507,2.2987012987013,TRUE
"5Xaw_single-trace",0.131590243236552,218,"z",1.95995,NA,"new data",1116,0.0552935803959925,FALSE,1.95995,1.95093868789999,1.95995,"direct_stat",1.95995,TRUE,3.07150334072856,0.0750841370405231,451,1390,1385.24800666858,0.802877697841727,FALSE
"7RR2_2kl87y",-0.230000032621681,107,"t",-2.398549,103,"new data",556,-0.221000000017657,TRUE,-2.398549,-2.42172392473663,-2.398549,"direct_stat",2.398549,TRUE,2.37334165815674,-0.149295860567297,146,350,346.507882090884,1.58857142857143,TRUE
"7RR2_4d3878",-0.43000003874958,107,"t",-4.833722,103,"new data",556,-0.265999999992208,TRUE,-4.833722,-4.88042571276459,-4.833722,"direct_stat",4.833722,TRUE,1.46608904568148,-0.355130784156779,40,60,58.6435618272593,9.26666666666667,TRUE
"7RR2_5vw85q",-0.283000004287707,107,"t",-2.994554,103,"new data",556,-0.239999999998379,TRUE,-2.994554,-3.02348756090277,-2.994554,"direct_stat",2.994554,TRUE,1.93465425544977,-0.203462679961694,95,187,183.792154267728,2.97326203208556,TRUE
"7RR2_89x817",0.254375716517232,107,"F",6.78,1,"new data",1096,0.0446459586070758,FALSE,2.60384331325831,2.69523388860516,2.60384331325831,"direct_stat",2.60384331325831,TRUE,2.18327487536968,0.172155713786604,119,262,259.809710168992,4.18320610687023,TRUE
"7RR2_9qjzdd",0.195634394948209,107,"F",3.9,1,"new data",1096,0.0364570083700397,FALSE,1.97484176581315,2.04415543160774,1.97484176581315,"direct_stat",1.97484176581315,TRUE,3.03693668474784,0.112260595762932,202,620,613.461210319064,1.76774193548387,TRUE
"7RR2_b2pwnv",-0.262000038838812,107,"t",-2.755257,103,"new data",556,-0.19999999998748,TRUE,-2.755257,-2.78187845889247,-2.755257,"direct_stat",2.755257,TRUE,2.07303039543879,-0.181969466052436,112,234,232.179404289144,2.37606837606838,TRUE
"7RR2_bd3w94",-0.200000017073966,107,"t",-2.071634,103,"new data",540,-0.201999999980226,TRUE,-2.071634,-2.09165025233916,-2.071634,"direct_stat",2.071634,TRUE,2.83665697872724,-0.118748086914297,194,554,550.311453873085,0.974729241877256,FALSE
"7RR2_bn72ln",-0.0529999983778895,107,"t",-0.5386483,103,"new data",540,-0.252999999990501,TRUE,-0.5386483,-0.543852752280114,-0.5386483,"direct_stat",0.5386483,FALSE,NA,NA,2792,NA,NA,NA,NA
"7RR2_bolw7q",-0.245000018936606,107,"t",-2.564641,103,"new data",540,-0.291999999988932,TRUE,-2.564641,-2.58942071563286,-2.564641,"direct_stat",2.564641,TRUE,2.21550453028404,-0.164599987055803,128,287,283.584579876357,1.8815331010453,TRUE
"7RR2_brwop3",-0.306000022025943,107,"t",-3.262036,103,"new data",540,-0.256999999989248,TRUE,-3.262036,-3.2935539880787,-3.262036,"direct_stat",3.262036,TRUE,1.8163431970572,-0.227050520545637,81,150,147.123798961634,3.6,TRUE
"7RR2_d5dy7d",0.343000009891992,107,"t",3.705886,103,"new data",540,-0.172000000009486,FALSE,3.705886,3.74169249348107,3.705886,"direct_stat",3.705886,TRUE,1.67400900354786,0.265103363464978,64,109,107.136576227063,4.95412844036697,TRUE
"7RR2_g4xnzl",0.196591661114235,107,"F",3.98,1,"new data",1096,0.466814187865156,TRUE,1.994993734326,2.05455886292219,1.994993734326,"direct_stat",1.994993734326,TRUE,2.99187804603206,0.113656204480829,200,605,598.375609206411,1.81157024793388,TRUE
"7RR2_m5jnlk",-0.2699999649978,107,"t",-2.845896,103,"new data",556,-0.278999999989365,TRUE,-2.845896,-2.87339321836339,-2.845896,"direct_stat",2.845896,TRUE,2.01615321601585,-0.190152457005206,105,214,211.696087681664,2.5981308411215,TRUE
"7RR2_m84pw1",-0.0659999990506151,107,"t",-0.6712905,103,"new data",556,-0.217000000002224,TRUE,-0.6712905,-0.677776549196375,-0.6712905,"direct_stat",0.6712905,FALSE,NA,NA,1799,NA,NA,NA,NA
"7RR2_my485o",-0.245000018936606,107,"t",-2.564641,103,"new data",556,-0.258000000004586,TRUE,-2.564641,-2.58942071563286,-2.564641,"direct_stat",2.564641,TRUE,2.21550453028404,-0.164599987055803,128,287,283.584579876357,1.93728222996516,TRUE
"7RR2_n1rp5w",0.173999983360995,107,"t",1.793262,103,"new data",540,-0.217999999999669,FALSE,1.793262,1.81058860532808,1.793262,"direct_stat",1.793262,TRUE,3.55092431036179,0.0923375823075251,257,918,912.587547762981,0.588235294117647,FALSE
"7RR2_odrqvl",0.267506924123254,107,"F",8.17,1,"new data",1096,0.0427391974946134,FALSE,2.85832118559129,2.84480658890932,2.85832118559129,"direct_stat",2.85832118559129,TRUE,2.00881286292524,0.188740580926825,107,218,214.942976333001,5.02752293577982,TRUE
"7RR2_yor7v2",-0.439999988096891,107,"t",-4.972743,103,"new data",556,-0.184999999988921,TRUE,-4.972743,-5.02078994203021,-4.972743,"direct_stat",4.972743,TRUE,1.44895880094112,-0.365531363284755,38,56,55.0604344357627,9.92857142857143,TRUE
"7WjP_single-trace",0.380495770219001,30,"F",4.74,1,"new data",112,0.00953419252991713,FALSE,2.17715410570772,2.17715410570772,2.17715410570772,"direct_stat",2.17715410570772,TRUE,2.65747493919352,0.233407735127019,52,141,138.188696838063,0.794326241134752,FALSE
"7X54_single-trace",0.333995085437421,1860,"t",15.2738,1858,"secondary data",1438,0.400644634553671,TRUE,15.2738,15.2738,15.2738,"direct_stat",15.2738,TRUE,1.12003191939648,0.315591194080121,68,76,76.1621705189608,18.921052631579,TRUE
"88xa_single-trace",0.212767734862054,128,"F",5.69,1,"new data",448,0.205163018727056,TRUE,2.38537208837531,2.44427903480761,2.38537208837531,"direct_stat",2.38537208837531,TRUE,2.38757951591621,0.137697751293544,171,411,408.276097221672,1.09002433090024,TRUE
"8R9d_single-trace",-0.826752106251837,516,"t",-65.69,1998,"new data",477,-0.619528752140725,TRUE,-65.69,-33.3183188061473,-65.69,"direct_stat",65.69,TRUE,1.02612502125715,-0.816159746265192,9,9,9.23512519131434,53,TRUE
"8w97_single-trace",0.626527638408176,23,"F",13.57,1,"new data",69,0.158205889930961,FALSE,3.68374809127877,3.68374809127877,3.68374809127877,"direct_stat",3.68374809127877,TRUE,1.67993674840162,0.483385667014153,17,31,28.5589247228276,2.2258064516129,TRUE
"8wZ0_single-trace",0.276855987758083,85,"F",6.89,1,"new data",667,0.021077443278516,FALSE,2.62488094968134,2.62488094968134,2.62488094968134,"direct_stat",2.62488094968134,TRUE,2.16665630003722,0.18808705598337,100,219,216.665630003722,3.04566210045662,TRUE
"9J1_single-trace",0.250048822086275,97,"t",2.45,90,"new data",313,-0.0547970913105987,FALSE,2.45,2.517135717879,2.45,"direct_stat",2.45,TRUE,2.32036072975366,0.164152333066804,123,289,285.4043697597,1.08304498269896,TRUE
"9OK1_3n2npq",-0.514650235465665,848,"t",-3.5,34,"secondary data",224,-0.226195339099356,FALSE,-3.5,-17.4587749721855,-3.5,"direct_stat",3.5,TRUE,1.73341427967141,-0.390895788028178,27,49,46.8021855511281,4.57142857142857,TRUE
"9OK1_ppwpjr",-0.514650235465665,848,"t",-3.5,34,"secondary data",192,-0.257902710925605,FALSE,-3.5,-17.4587749721855,-3.5,"direct_stat",3.5,TRUE,1.73341427967141,-0.390895788028178,27,49,46.8021855511281,3.91836734693878,TRUE
"9OK1_q7q7np",0.405706615049257,848,"t",2.588235294,34,"secondary data",224,0.120179286839776,FALSE,2.588235294,12.910690735147,2.588235294,"direct_stat",2.588235294,TRUE,2.1959052967214,0.273782248428497,45,102,98.8157383524632,2.19607843137255,TRUE
"9OK1_w7d7ly",-0.514650235465665,848,"t",-3.5,34,"secondary data",224,-0.262803306534005,FALSE,-3.5,-17.4587749721855,-3.5,"direct_stat",3.5,TRUE,1.73341427967141,-0.390895788028178,27,49,46.8021855511281,4.57142857142857,TRUE
"9R9X_single-trace",0.376230018856679,47,"F",7.42,1,"new data",928,0.0196460710514552,FALSE,2.72396769437525,2.72396769437525,2.72396769437525,"direct_stat",2.72396769437525,TRUE,2.09413551268065,0.259986653257609,53,113,110.989182172074,8.21238938053097,TRUE
"9ey_single-trace",0.433629090391994,194,"F",44,1,"new data",188,0.310395617306614,TRUE,6.6332495807108,6.66807002773193,6.6332495807108,"direct_stat",6.6332495807108,TRUE,1.31175070500665,0.378610589199144,39,52,51.1582774952592,3.61538461538462,TRUE
"AOQj_single-trace",0.0750191269788328,1929,"t",3.295604,1919,"secondary data",1362,0.00529255334346671,FALSE,3.295604,3.30246627499954,3.295604,"direct_stat",3.295604,TRUE,1.80354517787709,0.0558609726042513,1392,2513,2510.53488760491,0.541981695185038,FALSE
"AYQG_6rp9on",-0.0352243787846849,2236,"z",-1.666667,NA,"secondary data",3238,0.0130033896770147,FALSE,-1.666667,-1.66592145444715,-1.666667,"direct_stat",1.666667,TRUE,4.08076506590381,-0.0174370312673907,6323,25812,25802.6775117098,0.12544552921122,FALSE
"AYQG_l8rz5d",-0.0293231176353911,4648,"z",-2,NA,"secondary data",7013,0.00143294288606271,FALSE,-2,-1.99956966110314,-2,"direct_stat",2,TRUE,2.98097830327454,-0.0169836384171403,9126,27208,27204.4079956835,0.257755072037636,FALSE
"AYQG_w7r4vl",-0.0475286560226491,2236,"z",-2.25,NA,"secondary data",2042,-0.0514933926631013,TRUE,-2.25,-2.24899351370495,-2.25,"direct_stat",2.25,TRUE,2.55226696168325,-0.0297503777507181,3472,8865,8861.47089096424,0.23034404963339,FALSE
"AgO1_21zn8w",0.432066862671747,29,"z",2.58,NA,"new data",188,0.604964853264072,TRUE,2.58,2.48944530589336,2.58,"direct_stat",2.58,TRUE,2.20267587254289,0.29112242625788,39,90,85.9043590291726,2.08888888888889,TRUE
"AgO1_4k6z71",0.490593604153328,21,"z",2.58,NA,"new data",100,0.559114139730627,TRUE,2.58,2.45406950652526,2.58,"direct_stat",2.58,TRUE,2.20267587254289,0.330557172250031,30,69,66.0802761762866,1.44927536231884,TRUE
"AgO1_5o3l5z",0.581925938035607,13,"z",2.58,NA,"new data",130,0.631363758077765,TRUE,2.58,2.37325482440012,2.58,"direct_stat",2.58,TRUE,2.20267587254289,0.392096005548164,21,48,46.2561933234006,2.70833333333333,TRUE
"AgO1_9oxpdp",0.386080486067513,38,"z",2.58,NA,"new data",218,0.601018830840962,TRUE,2.58,2.5111875991042,2.58,"direct_stat",2.58,TRUE,2.20267587254289,0.260137255469617,50,113,110.133793627144,1.92920353982301,TRUE
"AgO1_b3z4nz",0.404627360217465,34,"z",2.58,NA,"new data",230,0.420885943505976,TRUE,2.58,2.50296765037496,2.58,"direct_stat",2.58,TRUE,2.20267587254289,0.272633957874994,45,103,99.1204142644299,2.23300970873786,TRUE
"AgO1_okp7q2",0.490593604153328,21,"z",2.58,NA,"new data",108,0.559780431083535,TRUE,2.58,2.45406950652526,2.58,"direct_stat",2.58,TRUE,2.20267587254289,0.330557172250031,30,69,66.0802761762866,1.56521739130435,TRUE
"AgO1_single-trace",0.647233945527427,24,"F",7.93,2,"new data",178,0.667040113534686,TRUE,NA,3.98246155034798,3.98246155034798,"r_conversion",3.98246155034798,TRUE,1.60772390373605,0.510452755110796,16,27,25.7235824597767,6.59259259259259,TRUE
"AgO1_ywl5vz",0.652039268828047,9,"z",2.58,NA,"new data",30,0.62290859579959,TRUE,2.58,2.27534612751555,2.58,"direct_stat",2.58,TRUE,2.20267587254289,0.43933768209586,16,38,35.2428139606862,0.789473684210526,FALSE
"AqDO_single-trace",-0.063158400692725,1064,"z",-2.064286,NA,"secondary data",673,-0.0886930346880529,TRUE,-2.064286,-2.06234496901128,-2.064286,"direct_stat",2.064286,TRUE,2.85052556122135,-0.0374083587404453,1965,5606,5601.28272779996,0.120049946485908,FALSE
"AqDO_ywjwq1",0.0438503692164194,4209,"z",2.847611,NA,"secondary data",1930,0.0279869972377943,FALSE,2.847611,2.8469343667482,2.847611,"direct_stat",2.847611,TRUE,2.0151338463798,0.0308902416454307,4079,8223,8219.73095938321,0.234707527666302,FALSE
"AvOr_b7dlq4",0.125957868413945,208,"chi_squared",3.3,1,"new data",1245,0.0117444372887302,FALSE,1.8165902124585,1.82234944474947,1.8165902124585,"direct_stat",1.8165902124585,TRUE,3.47162130083296,0.0676019354876678,492,1715,1708.03768000982,0.725947521865889,FALSE
"AvOr_grlzkw",0.197404685520559,223,"chi_squared",8.69,1,"new data",530,0.0234491018454543,FALSE,2.94788059459674,2.99353821688433,2.94788059459674,"direct_stat",2.94788059459674,TRUE,1.95882699129027,0.141045559155194,199,392,389.806571266763,1.35204081632653,TRUE
"AvOr_single-trace",0.239273304582259,210,"chi_squared",12.02286,1,"new data",749,0.193183883549372,TRUE,3.46739960200724,3.55408687562305,3.46739960200724,"direct_stat",3.46739960200724,TRUE,1.74377986056688,0.181195921852269,134,236,233.666501315961,3.17372881355932,TRUE
"AvWY_single-trace",0.306817732720765,48,"F",4.779,1.742,"new data",156,0.0392044704307979,FALSE,NA,2.18639255862755,2.18639255862755,"r_conversion",2.18639255862755,TRUE,2.64337879166999,0.188712538081524,81,218,214.113682125269,0.715596330275229,FALSE
"BKxK_single-trace",0.361251007188714,30,"t",2.05,28,"secondary data",30,0.234818409196275,FALSE,2.05,2.05,2.05,"direct_stat",2.05,TRUE,2.87807131878465,0.212940510457191,58,170,166.92813648951,0.176470588235294,FALSE
"BlRQ_single-trace",-0.388000012182634,1020,"t",-13.43183,1018,"secondary data",1342,-0.257300027184803,TRUE,-13.43183,-13.43183,-13.43183,"direct_stat",13.43183,TRUE,1.13816312272519,-0.363688429257638,49,57,55.7699930135341,23.5438596491228,TRUE
"Blxd_282qvz",-0.0736076893232787,265180,"t",-7.461538,NA,"secondary data",62880,-0.297273657702343,TRUE,-7.461538,-38.0077055234951,-7.461538,"direct_stat",7.461538,TRUE,1.27043266649009,-0.0653051390596857,1446,1838,1837.04563574467,34.2110990206746,TRUE
"Blxd_5821x4",0.0617058273267408,265180,"t",6.25,NA,"secondary data",62880,0.14991929119562,TRUE,6.25,31.8363532453825,6.25,"direct_stat",6.25,TRUE,1.33544447775657,0.0533965578046018,2059,2750,2749.68017970078,22.8654545454545,TRUE
"Blxd_bl7k78",-0.0370686897314275,265180,"t",-3.75,NA,"secondary data",62880,-0.261429474805961,TRUE,-3.75,-19.1018119472295,-3.75,"direct_stat",3.75,TRUE,1.66249598412269,-0.0287492773637753,5709,9494,9491.18957335646,6.6231303981462,TRUE
"Blxd_bx4248",-0.0332539534303143,265180,"t",-3.363636,NA,"secondary data",62880,-0.211122104349154,TRUE,-3.363636,-17.1337446215817,-3.363636,"direct_stat",3.363636,TRUE,1.77878203185749,-0.0249334237097389,7095,12623,12620.4585160289,4.98138318941615,TRUE
"Blxd_single-trace",-0.0627595114169334,10221,"t",-6.357143,NA,"secondary data",5298,-0.0924516915048332,TRUE,-6.357143,-6.35683197756776,-6.357143,"direct_stat",6.357143,TRUE,1.32846695437183,-0.0544507888638694,1990,2645,2643.64923919995,2.00302457466919,TRUE
"Br0x_pjvzxv",0.255386001520598,400,"F",9.21,3,"new data",327,0.207046473933467,TRUE,NA,5.26968172231924,5.26968172231924,"r_conversion",5.26968172231924,TRUE,1.41625573451464,0.214598285494663,118,168,167.118176672728,1.94642857142857,TRUE
"Br0x_qn1lz8",0.169120288868598,196,"t",2.39,194,"new data",161,0.0800616311288575,FALSE,2.39,2.39,2.39,"direct_stat",2.39,TRUE,2.38254651294311,0.109565800943997,272,651,648.052651520526,0.247311827956989,FALSE
"Br0x_single-trace",0.248173133118244,360,"F",11.42,2,"new data",1020,-0.334458972708461,TRUE,NA,4.84730046923857,4.84730046923857,"r_conversion",4.84730046923857,TRUE,1.46435894323491,0.205083627988507,125,184,183.044867904363,5.54347826086957,TRUE
"Br0x_x7yjx8",0.168963815110846,198,"t",2.4,196,"new data",163,0.187181442619551,TRUE,2.4,2.4,2.4,"direct_stat",2.4,TRUE,2.3717911223958,0.109712342401356,272,649,645.127185291658,0.25115562403698,FALSE
"D2LY_g81lpo",-0.0563865945754742,7838,"z",-5,NA,"secondary data",2524,-0.0044501695216547,FALSE,-5,-4.99936204146471,-5,"direct_stat",5,TRUE,1.4457457341825,-0.0468953635187569,2466,3566,3565.20898049405,0.707795849691531,FALSE
"D2LY_mn5k2x",-0.0661176678818573,3062,"z",-3.666667,NA,"secondary data",1264,-0.00943125514430146,TRUE,-3.666667,-3.66546932987169,-3.666667,"direct_stat",3.666667,TRUE,1.68458125595577,-0.0509414783877765,1793,3022,3020.4541919287,0.418266048974189,FALSE
"D2LY_mov8w7",-0.0507632703564418,7838,"z",-4.5,NA,"secondary data",2888,-0.0207201511419276,TRUE,-4.5,-4.49942583731824,-4.5,"direct_stat",4.5,TRUE,1.51303053291512,-0.0412691711969787,3043,4606,4604.1519116607,0.627008250108554,FALSE
"D2LY_mrdnoj",-0.0492381751602169,2605,"z",-2.516129,NA,"secondary data",392,0.0126420330833084,FALSE,-2.516129,-2.51516293008533,-2.516129,"direct_stat",2.516129,TRUE,2.25783122180819,-0.032768473599915,3235,7307,7304.0840025495,0.0536471876283016,FALSE
"DEqr_single-trace",-0.180759874753144,764,"t",-5.07,761,"new data",626,-0.0504166362013762,FALSE,-5.07,-5.07333004962012,-5.07,"direct_stat",5.07,TRUE,1.43769960071269,-0.15075369156375,238,343,342.172504969621,1.82507288629738,TRUE
"E5qr_single-trace",0.251976315339485,62,"t",2,59,"secondary data",77,-0.00824154768436439,FALSE,2,2.01687793635844,2,"direct_stat",2,TRUE,2.98097830327454,0.145942006665897,121,366,360.69837469622,0.210382513661202,FALSE
"EJpm_b29xjd",-0.374153194181722,397,"z",-8.038835,NA,"secondary data",208,-0.118421357560904,FALSE,-8.038835,-8.01856047843735,-8.038835,"direct_stat",8.038835,TRUE,1.24754846289941,-0.334981439464469,53,67,66.1200685336687,3.1044776119403,TRUE
"EJpm_bonjlw",-0.432659237536643,566,"z",-11.41723,NA,"secondary data",168,-0.17398277589755,TRUE,-11.41723,-11.397040364397,-11.41723,"direct_stat",11.41723,TRUE,1.16549589348685,-0.400765757137956,39,46,45.454339845987,3.65217391304348,TRUE
"EJpm_m5y94l",0.446642553664913,566,"z",11.8764,NA,"secondary data",168,-0.00385755504711259,FALSE,11.8764,11.8553983920553,11.8764,"direct_stat",11.8764,TRUE,1.15835685093396,0.41499122354959,37,43,42.8592034845567,3.90697674418605,TRUE
"EJpm_m8oy76",0.363770544191659,566,"z",9.290909,NA,"secondary data",168,-0.197403460831449,FALSE,9.290909,9.27447943984134,9.290909,"direct_stat",9.290909,TRUE,1.20913894517624,0.330818223364916,57,69,68.9209198750454,2.43478260869565,TRUE
"EJpm_my1dxd",-0.439726947025005,566,"z",-11.648,NA,"secondary data",168,0.239688607084792,FALSE,-11.648,-11.6274022827338,-11.648,"direct_stat",11.648,TRUE,1.16182937501161,-0.40795466546676,38,45,44.149516250441,3.73333333333333,TRUE
"EKBZ_single-trace",0.190715035711611,206,"F",7.7,1,"new data",557,0.138722826852404,TRUE,2.77488738510232,2.77488738510232,2.77488738510232,"direct_stat",2.77488738510232,TRUE,2.06019073993489,0.132871310420903,213,442,438.820627606132,1.26018099547511,TRUE
"EQxa_single-trace",0.2871658058,400,"chi_squared",32.98568,3,"new data",1392,0.260999255718737,FALSE,NA,5.98084781826406,5.98084781826406,"r_conversion",5.98084781826406,TRUE,1.35434706941227,0.246756009887904,93,126,125.954277455341,11.047619047619,TRUE
"EZ3x_single-trace",0.21677749238103,507,"z",5,NA,"secondary data",366,0.246929429422361,TRUE,5,4.9901283220586,5,"direct_stat",5,TRUE,1.4457457341825,0.180288584271317,164,239,237.10230040593,1.53138075313808,TRUE
"Eb2N_single-trace",-0.0644675533728675,10730,"t",-1.9,10714,"secondary data",319,-0.18568334947196,TRUE,-1.9,-6.69121415146827,-1.9,"direct_stat",1.9,TRUE,3.22273774286893,-0.0359110997964988,1886,6084,6078.0833830508,0.0524326101249178,FALSE
"Ej3y_single-trace",0.205863518140198,192,"F",8.32,1,"new data",952,0.0151973452847909,FALSE,2.88444102037119,2.89974320212978,2.88444102037119,"direct_stat",2.88444102037119,TRUE,1.99371563514534,0.145796729857414,183,367,364.849961231597,2.59400544959128,TRUE
"G1Lr_single-trace",0.3259065134228,101,"t",3.43,99,"new data",636,0.120781779841926,TRUE,3.43,3.43,3.43,"direct_stat",3.43,TRUE,1.75603263648508,0.245938629499667,71,127,124.678317190441,5.00787401574803,TRUE
"GNjz_single-trace",0.3745738118422,102,"t",4.06,101,"new data",288,0.17363867846471,TRUE,4.06,4.03985099225256,4.06,"direct_stat",4.06,TRUE,1.59139415497966,0.29692620751049,53,86,84.3438902139217,3.34883720930233,TRUE
"GXEW_single-trace",0.346981010835109,34,"F",4.38,1,"new data",144,0.174666630357201,TRUE,2.09284495364563,2.09284495364564,2.09284495364563,"direct_stat",2.09284495364563,TRUE,2.79771951783116,0.207445310468617,63,180,176.256329623363,0.8,FALSE
"J4W9_single-trace",-0.283221748223324,68,"t",-2.325301,62,"new data",276,0.129759650896182,FALSE,-2.325301,-2.39913839668457,-2.325301,"direct_stat",2.325301,TRUE,2.45628077241695,-0.180712250694018,95,238,233.34667337961,1.15966386554622,TRUE
"J7ek_single-trace",0.550577776977733,19,"F",9.57,2,"new data",174.4954,0.542770854995509,TRUE,NA,2.71937492817743,2.71937492817743,"r_conversion",2.71937492817743,TRUE,2.0973017924683,0.380179078719381,23,52,48.2379412267709,3.35568076923077,TRUE
"JWzJ_single-trace",-0.079243474386574,1142,"z",-2.685185,NA,"secondary data",2437,-0.0326998178589552,FALSE,-2.685185,-2.68400806152575,-2.685185,"direct_stat",2.685185,TRUE,2.12144656473773,-0.0544060830463751,1247,2649,2645.44386622795,0.9199697999245,FALSE
"K4ZD_single-trace",-0.17780866002853,90,"z",-1.714156,NA,"new data",574,-0.134222985354403,TRUE,-1.714156,-1.69500281784613,-1.714156,"direct_stat",1.714156,TRUE,3.85953696871317,-0.0905076537063758,246,956,949.446094303439,0.600418410041841,FALSE
"Kj9d_single-trace",0.68384062020021,20,"F",16.69,1,"new data",50,0.133563641541972,FALSE,4.0853396431631,3.97637761629456,4.0853396431631,"direct_stat",4.0853396431631,TRUE,1.58624419364931,0.542962544786496,14,24,22.2074187110903,2.08333333333333,TRUE
"Kybl_single-trace",0.04288058546232,9189,"z",4.114286,NA,"secondary data",8043,0.039,FALSE,4.114286,4.11383823529279,4.114286,"direct_stat",4.114286,TRUE,1.58046875340091,0.0341089027856352,4266,6744,6742.27970200829,1.19261565836299,TRUE
